token,predicted_tag,source
kra,PROT,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
tamurt,NN,Aḥwac_n_taskiwin.txt
tẓli,VB,Aḥwac_n_taskiwin.txt
tmlsit,NN,Aḥwac_n_taskiwin.txt
nnsn,DT,Aḥwac_n_taskiwin.txt
ayt,DT,Aḥwac_n_taskiwin.txt
tmazirt,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
Waqqa,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
tsktant,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
Ṭaṭa,NNP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
xtid,VB,Aḥwac_n_taskiwin.txt
akkʷ,DT,Aḥwac_n_taskiwin.txt
ur,NEG,Aḥwac_n_taskiwin.txt
gint,S_PP,Aḥwac_n_taskiwin.txt
zun,ADV,Aḥwac_n_taskiwin.txt
d,PRED,Aḥwac_n_taskiwin.txt
tinn,DT,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
lssan,VBP,Aḥwac_n_taskiwin.txt
kra,PROT,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
tamazirt.,NN,Aḥwac_n_taskiwin.txt
inawn,NN,Aḥwac_n_taskiwin.txt
ad,DT,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tmlsa,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
mi,REL,Aḥwac_n_taskiwin.txt
iṛcm,VB,Aḥwac_n_taskiwin.txt
umzruy,NN,Aḥwac_n_taskiwin.txt
tifras,NN,Aḥwac_n_taskiwin.txt
nns.,DT,Aḥwac_n_taskiwin.txt
Aẓawan,NN,Aḥwac_n_taskiwin.txt
wanawn,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
isaffn,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"uẓawan,",NN,Aḥwac_n_taskiwin.txt
amzwaru,ADJ,Aḥwac_n_taskiwin.txt
:,PUNC,Aḥwac_n_taskiwin.txt
aẓawan,NN,Aḥwac_n_taskiwin.txt
nttan,PP,Aḥwac_n_taskiwin.txt
sin,NN,Aḥwac_n_taskiwin.txt
wanawn,NN,Aḥwac_n_taskiwin.txt
yan,DT,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
aclḥi,ADJ,Aḥwac_n_taskiwin.txt
wis,S_PP,Aḥwac_n_taskiwin.txt
sin,NN,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
"abudrar,",NN,Aḥwac_n_taskiwin.txt
aẓawan,ADJ,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"tafriqt,",NN,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
igan,VBP,Aḥwac_n_taskiwin.txt
aẓawan,ADJ,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
inin,VB,Aḥwac_n_taskiwin.txt
‘gnawa,NN,Aḥwac_n_taskiwin.txt
/,PUNC,Aḥwac_n_taskiwin.txt
tagnawit’.,NN,Aḥwac_n_taskiwin.txt
Isaffn,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
uẓawan,NN,Aḥwac_n_taskiwin.txt
tn,PP,Aḥwac_n_taskiwin.txt
izuzzur,NN,Aḥwac_n_taskiwin.txt
ganga,VB,Aḥwac_n_taskiwin.txt
iman,NN,Aḥwac_n_taskiwin.txt
dis,S_PP,Aḥwac_n_taskiwin.txt
awd,C,Aḥwac_n_taskiwin.txt
wallun.,NN,Aḥwac_n_taskiwin.txt
aẓawan,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
iffus,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
iffus,NN,Aḥwac_n_taskiwin.txt
atawan.,NN,Aḥwac_n_taskiwin.txt
Iḥwacn,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
umaziɣ,NN,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
win,PPOS,Aḥwac_n_taskiwin.txt
irgazn,VBP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
tmɣarin,NN,Aḥwac_n_taskiwin.txt
niɣ,C,Aḥwac_n_taskiwin.txt
win,PPOS,Aḥwac_n_taskiwin.txt
tmɣarin,NN,Aḥwac_n_taskiwin.txt
(مقوس),PUNC,Aḥwac_n_taskiwin.txt
Sin,VB,Aḥwac_n_taskiwin.txt
imaɣʷdn,NN,Aḥwac_n_taskiwin.txt
mgabalnin,VBP,Aḥwac_n_taskiwin.txt
(استقامة,PUNC,Aḥwac_n_taskiwin.txt
متقابلة),S_PP,Aḥwac_n_taskiwin.txt
maɣ,ADV,Aḥwac_n_taskiwin.txt
munnt,VB,Aḥwac_n_taskiwin.txt
ɣ,S,Aḥwac_n_taskiwin.txt
yan,DT,Aḥwac_n_taskiwin.txt
wanaw,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"uḥwac,",NN,Aḥwac_n_taskiwin.txt
ili,VB,Aḥwac_n_taskiwin.txt
maɣ,ADV,Aḥwac_n_taskiwin.txt
idwr,NN,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
tsutlt,NN,Aḥwac_n_taskiwin.txt
"iqqnn,",VBP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
iɣ,C,Aḥwac_n_taskiwin.txt
issfal,VB,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
iklli,NN,Aḥwac_n_taskiwin.txt
t,PP,Aḥwac_n_taskiwin.txt
iglli,VB,Aḥwac_n_taskiwin.txt
(uɛllam,PUNC,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
"tayyaḍ,",NN,Aḥwac_n_taskiwin.txt
zɣ,VB,Aḥwac_n_taskiwin.txt
wad,C,Aḥwac_n_taskiwin.txt
ikʷnan,NN,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
umaɣʷd,NN,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
yat,NN,Aḥwac_n_taskiwin.txt
"twila,",NN,Aḥwac_n_taskiwin.txt
iɣama,VB,Aḥwac_n_taskiwin.txt
fllas,VB,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
d,PROR,Aḥwac_n_taskiwin.txt
ikmml,NN,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
"illan,",VBP,Aḥwac_n_taskiwin.txt
ra,PRPR,Aḥwac_n_taskiwin.txt
"nbdr,",VB,Aḥwac_n_taskiwin.txt
aḥwac,NN,Aḥwac_n_taskiwin.txt
umḥmud,NN,Aḥwac_n_taskiwin.txt
Imntagn,NN,Aḥwac_n_taskiwin.txt
Irgitn,VBP,Aḥwac_n_taskiwin.txt
Ayt,DT,Aḥwac_n_taskiwin.txt
wadḥas,NN,Aḥwac_n_taskiwin.txt
agʷnsan,NN,Aḥwac_n_taskiwin.txt
tiksit,NN,Aḥwac_n_taskiwin.txt
Ayt,DT,Aḥwac_n_taskiwin.txt
bxayr,VB,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
tqbilt,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
ilbnsirn,NN,Aḥwac_n_taskiwin.txt
ig,VB,Aḥwac_n_taskiwin.txt
darsn,S_PP,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
ad,DT,Aḥwac_n_taskiwin.txt
a,VOC,Aḥwac_n_taskiwin.txt
illi,NNK_PP,Aḥwac_n_taskiwin.txt
izdin,VBP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
umzruy,NN,Aḥwac_n_taskiwin.txt
tmsmunin,NN,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
immaɣn,VBP,Aḥwac_n_taskiwin.txt
ad,PRPR,Aḥwac_n_taskiwin.txt
isul,VB,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
n,DT,Aḥwac_n_taskiwin.txt
جمعية,VB,Aḥwac_n_taskiwin.txt
أحواش,S,Aḥwac_n_taskiwin.txt
تاسكيوين,S,Aḥwac_n_taskiwin.txt
أفلايزداتن,NNP,Aḥwac_n_taskiwin.txt
أيت,S,Aḥwac_n_taskiwin.txt
بخاير,S,Aḥwac_n_taskiwin.txt
للفنون,NN,Aḥwac_n_taskiwin.txt
lli,PUNC,Aḥwac_n_taskiwin.txt
issn,VB,Aḥwac_n_taskiwin.txt
tasga,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"cicawa,",NN,Aḥwac_n_taskiwin.txt
gn,VB,Aḥwac_n_taskiwin.txt
wassaɣn,NN,Aḥwac_n_taskiwin.txt
ad,PRPR,Aḥwac_n_taskiwin.txt
willi,VB,Aḥwac_n_taskiwin.txt
lḥusayn,VBP,Aḥwac_n_taskiwin.txt
"bulzmin,",ADJ,Aḥwac_n_taskiwin.txt
salm,NN,Aḥwac_n_taskiwin.txt
"amzil,",NN,Aḥwac_n_taskiwin.txt
lḥusayn,NN,Aḥwac_n_taskiwin.txt
Yusi,VB,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"taskiwin,",NN,Aḥwac_n_taskiwin.txt
ism,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"taskiwin,",NN,Aḥwac_n_taskiwin.txt
f,S,Aḥwac_n_taskiwin.txt
tɣṛuḍt,NN,Aḥwac_n_taskiwin.txt
nnsn,DT,Aḥwac_n_taskiwin.txt
taẓlmaḍt.,NN,Aḥwac_n_taskiwin.txt
inin,VB,Aḥwac_n_taskiwin.txt
imzwura,NN,Aḥwac_n_taskiwin.txt
tiskt,NN,Aḥwac_n_taskiwin.txt
sslkmn,VBP,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
i,S,Aḥwac_n_taskiwin.txt
udwwaṛ,NN,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
"wayyaḍ,",NN,Aḥwac_n_taskiwin.txt
"izrin,",VBP,Aḥwac_n_taskiwin.txt
ula,C,Aḥwac_n_taskiwin.txt
imnɣan,NN,Aḥwac_n_taskiwin.txt
ngr,S,Aḥwac_n_taskiwin.txt
asn,S_PP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
tqbilin,NN,Aḥwac_n_taskiwin.txt
imnɣi,NN,Aḥwac_n_taskiwin.txt
igatn,VBP,Aḥwac_n_taskiwin.txt
iɣnan,VBP,Aḥwac_n_taskiwin.txt
ig,VB,Aḥwac_n_taskiwin.txt
imnɣi,NN,Aḥwac_n_taskiwin.txt
anzgum,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"urgaz,",NN,Aḥwac_n_taskiwin.txt
lsan,VB,Aḥwac_n_taskiwin.txt
timlsa,NN,Aḥwac_n_taskiwin.txt
tumlilt,ADJ,Aḥwac_n_taskiwin.txt
(lfuqiyat,PUNC,Aḥwac_n_taskiwin.txt
tamatart,NN,Aḥwac_n_taskiwin.txt
i,S,Aḥwac_n_taskiwin.txt
tamunt,NN,Aḥwac_n_taskiwin.txt
"tanamurt,",ADJ,Aḥwac_n_taskiwin.txt
gn,VB,Aḥwac_n_taskiwin.txt
isk,VB,Aḥwac_n_taskiwin.txt
f,S,Aḥwac_n_taskiwin.txt
iggi,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
tgʷmamin,NN,Aḥwac_n_taskiwin.txt
"laɛwwad,",NN,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
tmyurt,NN,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
tt,S,Aḥwac_n_taskiwin.txt
willi,REL,Aḥwac_n_taskiwin.txt
itt,VBP,Aḥwac_n_taskiwin.txt
ɣaman,NN,Aḥwac_n_taskiwin.txt
zɣ,S,Aḥwac_n_taskiwin.txt
imarirn,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
trabbut,NN,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
usfuglu,NN,Aḥwac_n_taskiwin.txt
Ar,ADJ,Aḥwac_n_taskiwin.txt
ssfaln,VB,Aḥwac_n_taskiwin.txt
middn,NN,Aḥwac_n_taskiwin.txt
ad,DT,Aḥwac_n_taskiwin.txt
ḥuwcn,VB,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
yat,NN,Aḥwac_n_taskiwin.txt
"tsga,",NN,Aḥwac_n_taskiwin.txt
ḥma,C,Aḥwac_n_taskiwin.txt
ad,PRPR,Aḥwac_n_taskiwin.txt
sis,VB,Aḥwac_n_taskiwin.txt
ssrɣn,VB,Aḥwac_n_taskiwin.txt
lambat,VB,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
lgaz,NN,Aḥwac_n_taskiwin.txt
ɣ,S,Aḥwac_n_taskiwin.txt
tɣʷmrin,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"usays,",NN,Aḥwac_n_taskiwin.txt
tsutlt,VB,Aḥwac_n_taskiwin.txt
azgn,NN,Aḥwac_n_taskiwin.txt
nns,DT,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
irgazn,VBP,Aḥwac_n_taskiwin.txt
ilsan,VBP,Aḥwac_n_taskiwin.txt
"umlil,",NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
id,PROR,Aḥwac_n_taskiwin.txt
bu,DT,Aḥwac_n_taskiwin.txt
"tilluna,",NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
id,PROR,Aḥwac_n_taskiwin.txt
bu,DT,Aḥwac_n_taskiwin.txt
"tgʷmamin,",NN,Aḥwac_n_taskiwin.txt
ssutln,VB,Aḥwac_n_taskiwin.txt
iwiz.,NN,Aḥwac_n_taskiwin.txt
Tafruxt,NN,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
imẓẓiyn,VBP,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
timhḍḍṛin,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
mraw,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"usggʷas,",NN,Aḥwac_n_taskiwin.txt
iḍaṛn,VB,Aḥwac_n_taskiwin.txt
nnsn,DT,Aḥwac_n_taskiwin.txt
ittmussu,VBP,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
isufa,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
umuzun,NN,Aḥwac_n_taskiwin.txt
nns,DT,Aḥwac_n_taskiwin.txt
tizi,NN,Aḥwac_n_taskiwin.txt
nna,REL,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
"uglnt,",NN,Aḥwac_n_taskiwin.txt
gnt,S,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
imzgan,NN,Aḥwac_n_taskiwin.txt
nnsnt,DT,Aḥwac_n_taskiwin.txt
tigʷricin,NN,Aḥwac_n_taskiwin.txt
ikk,DT,Aḥwac_n_taskiwin.txt
ism,VB,Aḥwac_n_taskiwin.txt
ad,DT,Aḥwac_n_taskiwin.txt
amzruy,NN,Aḥwac_n_taskiwin.txt
aqbur,ADJ,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tgldit,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
twnziwin,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
lmcbaḥ,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
nqqʷṛt.,NN,Aḥwac_n_taskiwin.txt
Irgazn,NN,Aḥwac_n_taskiwin.txt
f,S,Aḥwac_n_taskiwin.txt
iggi,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
ignzi,NN,Aḥwac_n_taskiwin.txt
"nnsn,",DT,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
tɣṛuḍt,NN,Aḥwac_n_taskiwin.txt
taẓlmaḍt,NN,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
ad,PRPR,Aḥwac_n_taskiwin.txt
assaɣ,NN,Aḥwac_n_taskiwin.txt
nns.,DT,Aḥwac_n_taskiwin.txt
illa,VB,Aḥwac_n_taskiwin.txt
maɣ,ADV,Aḥwac_n_taskiwin.txt
tga,VB,Aḥwac_n_taskiwin.txt
tiskt,NN,Aḥwac_n_taskiwin.txt
awd,C,Aḥwac_n_taskiwin.txt
nttan,PP,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
ikʷlan,NN,Aḥwac_n_taskiwin.txt
ila,VB,Aḥwac_n_taskiwin.txt
amuzun,NN,Aḥwac_n_taskiwin.txt
itt,VBP,Aḥwac_n_taskiwin.txt
"sufun,",VB,Aḥwac_n_taskiwin.txt
tg,VB,Aḥwac_n_taskiwin.txt
f,S,Aḥwac_n_taskiwin.txt
tasutin.,NN,Aḥwac_n_taskiwin.txt
asin,VBP,Aḥwac_n_taskiwin.txt
irgazn,VBP,Aḥwac_n_taskiwin.txt
ɣ,S,Aḥwac_n_taskiwin.txt
ifassn,NN,Aḥwac_n_taskiwin.txt
nnsn,DT,Aḥwac_n_taskiwin.txt
"ḥwacn,",NNP,Aḥwac_n_taskiwin.txt
agʷln,NN,Aḥwac_n_taskiwin.txt
taqqʷrabt,NN,Aḥwac_n_taskiwin.txt
f,S,Aḥwac_n_taskiwin.txt
tsga,NN,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
inin,VBP,Aḥwac_n_taskiwin.txt
(tajbbadt).,PUNC,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
ɣikan,ADV,Aḥwac_n_taskiwin.txt
gnt,VB,Aḥwac_n_taskiwin.txt
ɣ,S,Aḥwac_n_taskiwin.txt
tuẓẓumt,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tsutlt,NN,Aḥwac_n_taskiwin.txt
ann,DT,Aḥwac_n_taskiwin.txt
kkuẓ,VB,Aḥwac_n_taskiwin.txt
irgazn,NN,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
ḥucn,VB,Aḥwac_n_taskiwin.txt
"imurar,",NN,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
zɣ,VB,Aḥwac_n_taskiwin.txt
gisn,S_PP,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
itt,VB,Aḥwac_n_taskiwin.txt
ḥwac,VB,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
d,PROR,Aḥwac_n_taskiwin.txt
ilkm,ADV,Aḥwac_n_taskiwin.txt
dar,S,Aḥwac_n_taskiwin.txt
tmurar,VB,Aḥwac_n_taskiwin.txt
tilli,NN,Aḥwac_n_taskiwin.txt
ikcm,VB,Aḥwac_n_taskiwin.txt
gratsnt,NN,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
disnt,S_PP,Aḥwac_n_taskiwin.txt
itt,VB,Aḥwac_n_taskiwin.txt
"ḥwac,",VB,Aḥwac_n_taskiwin.txt
iɣ,VB,Aḥwac_n_taskiwin.txt
fllasn,S_PP,Aḥwac_n_taskiwin.txt
middn,NN,Aḥwac_n_taskiwin.txt
ijjign,VBP,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
lḥbaq,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
waqqayn,NN,Aḥwac_n_taskiwin.txt
yan,DT,Aḥwac_n_taskiwin.txt
"uḥwac,",NN,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
uhyyaḍ,NN,Aḥwac_n_taskiwin.txt
mnnaw,NN,Aḥwac_n_taskiwin.txt
"iḥwacn,",NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
uhyyaḍ,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"taskiwin,",NN,Aḥwac_n_taskiwin.txt
tili,VB,Aḥwac_n_taskiwin.txt
yat,DT,Aḥwac_n_taskiwin.txt
trabbut,NN,Aḥwac_n_taskiwin.txt
ismrksn,REL,Aḥwac_n_taskiwin.txt
ittawssann,VBP,Aḥwac_n_taskiwin.txt
s,S,Aḥwac_n_taskiwin.txt
wassaɣ,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tarwa,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
sidi,NNP,Aḥwac_n_taskiwin.txt
ḥmad,NNP,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
(awluẓ,S,Aḥwac_n_taskiwin.txt
iḥaḥan,VBP,Aḥwac_n_taskiwin.txt
tiznit,NN,Aḥwac_n_taskiwin.txt
ida,VB,Aḥwac_n_taskiwin.txt
uknsus),NN,Aḥwac_n_taskiwin.txt
Ili,VBP,Aḥwac_n_taskiwin.txt
yan,DT,Aḥwac_n_taskiwin.txt
wanaw,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
uẓawan,NN,Aḥwac_n_taskiwin.txt
illan,VBP,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
taskiwin,NN,Aḥwac_n_taskiwin.txt
"nns,",DT,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
as,S_PP,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
inin,VB,Aḥwac_n_taskiwin.txt
ahyyaḍ,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
taskiwin.,NN,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
assaɣ,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
ufgan,NN,Aḥwac_n_taskiwin.txt
niɣ,C,Aḥwac_n_taskiwin.txt
ism,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
udɣar,NN,Aḥwac_n_taskiwin.txt
niɣ,C,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
irgazn,NN,Aḥwac_n_taskiwin.txt
lli,REL,Aḥwac_n_taskiwin.txt
itt,VBP,Aḥwac_n_taskiwin.txt
ilin,VBP,Aḥwac_n_taskiwin.txt
ɣ,S,Aḥwac_n_taskiwin.txt
trubba,NN,Aḥwac_n_taskiwin.txt
willi,DT,Aḥwac_n_taskiwin.txt
ismrksn,PUNC,Aḥwac_n_taskiwin.txt
gisn,S_PP,Aḥwac_n_taskiwin.txt
"ahyyaḍ,",NN,Aḥwac_n_taskiwin.txt
iga,VB,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
ihyyaḍn,NN,Aḥwac_n_taskiwin.txt
aḥwac,DT,Aḥwac_n_taskiwin.txt
zɣ,S,Aḥwac_n_taskiwin.txt
wahli,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"tasutin,",NN,Aḥwac_n_taskiwin.txt
ilaq,VB,Aḥwac_n_taskiwin.txt
a,VOC,Aḥwac_n_taskiwin.txt
ig,VB,Aḥwac_n_taskiwin.txt
uẓuṛ,NN,Aḥwac_n_taskiwin.txt
mas,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
ikka,VB,Aḥwac_n_taskiwin.txt
uḥwac,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
ihyyaḍn,NN,Aḥwac_n_taskiwin.txt
tamazirt,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tznit,NN,Aḥwac_n_taskiwin.txt
g,S,Aḥwac_n_taskiwin.txt
umzwaru,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
tasut,NN,Aḥwac_n_taskiwin.txt
mrawt,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
kkuẓ,NN,Aḥwac_n_taskiwin.txt
umɣar,NN,Aḥwac_n_taskiwin.txt
(agilul,PUNC,Aḥwac_n_taskiwin.txt
iḥiḥi),VBP,Aḥwac_n_taskiwin.txt
azaɣar,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
sus,NN,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
inn,PROR,Aḥwac_n_taskiwin.txt
ikka,VB,Aḥwac_n_taskiwin.txt
umɣar,NN,Aḥwac_n_taskiwin.txt
ad,PRPR,Aḥwac_n_taskiwin.txt
iḥml,VB,Aḥwac_n_taskiwin.txt
bahra,ADV,Aḥwac_n_taskiwin.txt
aḥwac,NN,Aḥwac_n_taskiwin.txt
"imnɣi,",NN,Aḥwac_n_taskiwin.txt
iɣ,VB,Aḥwac_n_taskiwin.txt
dars,S_PP,Aḥwac_n_taskiwin.txt
munn,DT,Aḥwac_n_taskiwin.txt
imɣarn,NN,Aḥwac_n_taskiwin.txt
d,C,Aḥwac_n_taskiwin.txt
imnayn,NN,Aḥwac_n_taskiwin.txt
awluẓ,NN,Aḥwac_n_taskiwin.txt
ifss,VB,Aḥwac_n_taskiwin.txt
fllas,NN,Aḥwac_n_taskiwin.txt
umzruy,NN,Aḥwac_n_taskiwin.txt
ur,NEG,Aḥwac_n_taskiwin.txt
issn,VB,Aḥwac_n_taskiwin.txt
yan,DT,Aḥwac_n_taskiwin.txt
tmnaḍin,NN,Aḥwac_n_taskiwin.txt
n,S,Aḥwac_n_taskiwin.txt
"sus,",DT,Aḥwac_n_taskiwin.txt
ar,PRPR,Aḥwac_n_taskiwin.txt
ti,PROR,Aḥwac_n_taskiwin.txt
tt,PP,Aḥwac_n_taskiwin.txt
ḥuwcn,VB,Aḥwac_n_taskiwin.txt
